文件号	测点增量	数据	标记	测量时间	坐标纬度	坐标经度	仪器号	测区号	操作员	方向	线距	点距	配谐	模式	预置场	采样间隔
0009	64	37921.969	0	2025-02-25 17:41:50	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	65	37450.832	0	2025-02-25 17:42:02	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	66	37086.801	0	2025-02-25 17:42:15	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	67	37682.809	0	2025-02-25 17:42:40	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	68	37550.531	0	2025-02-25 17:42:51	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	69	38254.320	0	2025-02-25 17:43:07	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	70	37796.176	0	2025-02-25 17:43:24	LA<N>: 17/2/8.6	LO<E>: 20/56/17.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	71	37653.750	0	2025-02-25 17:43:41	LA<N>: 17/2/8.6	LO<E>: 20/56/17.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	72	37310.285	0	2025-02-25 17:43:53	LA<N>: 17/2/8.5	LO<E>: 20/56/17.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	73	37070.742	0	2025-02-25 17:44:08	LA<N>: 17/2/9.0	LO<E>: 20/56/16.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	74	37189.836	0	2025-02-25 17:44:18	LA<N>: 17/2/9.0	LO<E>: 20/56/16.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	75	37418.492	0	2025-02-25 17:44:32	LA<N>: 17/2/9.0	LO<E>: 20/56/16.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	76	37765.316	0	2025-02-25 17:44:49	LA<N>: 17/2/9.0	LO<E>: 20/56/16.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	77	37982.797	0	2025-02-25 17:45:02	LA<N>: 17/2/9.4	LO<E>: 20/56/16.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	78	37755.496	0	2025-02-25 17:45:15	LA<N>: 17/2/9.4	LO<E>: 20/56/16.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	79	37753.633	0	2025-02-25 17:45:26	LA<N>: 17/2/9.4	LO<E>: 20/56/16.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	80	38325.668	0	2025-02-25 17:45:47	LA<N>: 17/2/9.8	LO<E>: 20/56/15.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	81	37152.000	0	2025-02-25 17:46:08	LA<N>: 17/2/10.0	LO<E>: 20/56/15.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	82	38432.395	0	2025-02-25 17:46:22	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	83	38566.059	0	2025-02-25 17:46:32	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	84	37163.160	0	2025-02-25 17:46:46	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	85	37618.832	0	2025-02-25 17:46:58	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	86	37149.340	0	2025-02-25 17:47:10	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	87	37502.777	0	2025-02-25 17:47:31	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	88	37750.184	0	2025-02-25 17:47:41	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	89	38453.293	0	2025-02-25 17:47:50	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	90	37620.402	0	2025-02-25 17:48:05	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	91	37286.980	0	2025-02-25 17:48:37	LA<N>: 17/2/10.2	LO<E>: 20/56/15.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	92	37699.160	0	2025-02-25 17:52:15	LA<N>: 17/2/11.2	LO<E>: 20/56/19.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	93	37331.246	0	2025-02-25 17:52:28	LA<N>: 17/2/11.3	LO<E>: 20/56/19.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	94	37559.879	0	2025-02-25 17:52:41	LA<N>: 17/2/11.4	LO<E>: 20/56/19.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	95	37183.820	0	2025-02-25 17:52:53	LA<N>: 17/2/11.6	LO<E>: 20/56/19.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	96	37791.004	0	2025-02-25 17:53:14	LA<N>: 17/2/11.4	LO<E>: 20/56/20.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	97	37267.648	0	2025-02-25 17:53:36	LA<N>: 17/2/11.4	LO<E>: 20/56/20.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	98	37185.270	0	2025-02-25 17:53:51	LA<N>: 17/2/11.8	LO<E>: 20/56/19.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	99	37658.094	0	2025-02-25 17:54:04	LA<N>: 17/2/12.1	LO<E>: 20/56/19.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	100	37787.563	0	2025-02-25 17:54:17	LA<N>: 17/2/12.1	LO<E>: 20/56/19.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
